Name_number,Name_submitted,Overall_score,Name_matched,Name_matched_rank,Name_score,Name_matched_author,Name_matched_url,Author_matched,Author_score,Family_matched,Family_score,Name_matched_accepted_family,Genus_matched,Genus_score,Specific_epithet_matched,Specific_epithet_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Taxonomic_status,Accepted_name,Accepted_name_author,Accepted_name_rank,Accepted_name_url,Accepted_name_species,Accepted_name_family,Selected,Source,Warnings,Accepted_name_lsid
202,coccoloba sp.,0.9,Coccoloba,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Coccoloba,,,,,Polygonaceae,Coccoloba,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, ,
202,coccoloba sp.,0.9,Coccoloba,genus,1,P. Browne,http://www.tropicos.org/Name/40010973,,,,,Polygonaceae,Coccoloba,1,,,,,,,,,,sp.,Accepted,Coccoloba,P. Browne,genus,http://www.tropicos.org/Name/40010973,,Polygonaceae,FALSE,tropicos, ,
202,coccoloba sp.,0.9,Coccoloba,genus,1,,http://plants.usda.gov/java/profile?symbol=COCCO,,,,,Polygonaceae,Coccoloba,1,,,,,,,,,,sp.,Accepted,Coccoloba,,genus,http://plants.usda.gov/java/profile?symbol=COCCO,,Polygonaceae,FALSE,usda, ,
203,cordia porcata,1,Cordia porcata,species,1,Nowicke,http://www.theplantlist.org/tpl1.1/record/kew-2737133;http://www.tropicos.org/Name/4001224,,,,,Boraginaceae,Cordia,1,porcata,1,,,,,,,,,Accepted,Cordia porcata,Nowicke,species,http://www.theplantlist.org/tpl1.1/record/kew-2737133;http://www.tropicos.org/Name/4001224,Cordia porcata,Boraginaceae,TRUE,tpl;tropicos, ,
204,saurauia sp.,0.9,Saurauia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Saurauia,,,,,Actinidiaceae,Saurauia,1,,,,,,,,,,sp.,Accepted,Saurauia,,genus,http://www.theplantlist.org/tpl1.1/search?q=Saurauia,,Actinidiaceae,TRUE,tpl, ,
204,saurauia sp.,0.9,Saurauia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Saurauia,,,,,Actinidiaceae,Saurauia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
204,saurauia sp.,0.9,Saurauia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Saurauia,,,,,Actinidiaceae,Saurauia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
204,saurauia sp.,0.9,Saurauia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Saurauia,,,,,Actinidiaceae,Saurauia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
204,saurauia sp.,0.9,Saurauia,genus,1,Willd.,http://www.tropicos.org/Name/40036742,,,,,Actinidiaceae,Saurauia,1,,,,,,,,,,sp.,Accepted,Saurauia,Willd.,genus,http://www.tropicos.org/Name/40036742,,Actinidiaceae,FALSE,tropicos, ,
205,paullinia faginea,1,Paullinia faginea,species,1,(Triana & Planch.) Radlk.,http://www.theplantlist.org/tpl1.1/record/kew-2543184;http://www.tropicos.org/Name/28600231,,,,,Sapindaceae,Paullinia,1,faginea,1,,,,,,,,,Accepted,Paullinia faginea,(Triana & Planch.) Radlk.,species,http://www.theplantlist.org/tpl1.1/record/kew-2543184;http://www.tropicos.org/Name/28600231,Paullinia faginea,Sapindaceae,TRUE,tpl;tropicos, ,
206,ardisia pleurobotrya,1,Ardisia pleurobotrya,species,1,Donn.Sm.,http://www.theplantlist.org/tpl1.1/record/kew-2648521,,,,,Primulaceae,Ardisia,1,pleurobotrya,1,,,,,,,,,Accepted,Ardisia pleurobotrya,Donn.Sm.,species,http://www.theplantlist.org/tpl1.1/record/kew-2648521,Ardisia pleurobotrya,Primulaceae,TRUE,tpl, ,
206,ardisia pleurobotrya,1,Ardisia pleurobotrya,species,1,Donn. Sm.,http://www.tropicos.org/Name/22000613,,,,,Primulaceae,Ardisia,1,pleurobotrya,1,,,,,,,,,Accepted,Ardisia pleurobotrya,Donn. Sm.,species,http://www.tropicos.org/Name/22000613,Ardisia pleurobotrya,Primulaceae,FALSE,tropicos, ,
207,siparuna surinamensis,1,Siparuna surinamensis,species,1,Lanj.,http://www.theplantlist.org/tpl1.1/record/kew-2603048,,,,,Siparunaceae,Siparuna,1,surinamensis,1,,,,,,,,,Synonym,Siparuna reginae,(Tul.) A.DC.,species,http://www.theplantlist.org/tpl1.1/record/kew-2603037,Siparuna reginae,Siparunaceae,TRUE,tpl, ,
207,siparuna surinamensis,1,Siparuna surinamensis,species,1,Lanj.,http://www.tropicos.org/Name/21200384,,,,,Siparunaceae,Siparuna,1,surinamensis,1,,,,,,,,,Synonym,Siparuna reginae,(Tul.) A. DC.,species,http://www.tropicos.org/Name/21200179,Siparuna reginae,Siparunaceae,FALSE,tropicos, ,
208,casearia tacanensis,1,Casearia tacanensis,species,1,Lundell,http://www.theplantlist.org/tpl1.1/record/kew-4702421;http://www.tropicos.org/Name/13200170,,,,,Salicaceae,Casearia,1,tacanensis,1,,,,,,,,,Accepted,Casearia tacanensis,Lundell,species,http://www.theplantlist.org/tpl1.1/record/kew-4702421;http://www.tropicos.org/Name/13200170,Casearia tacanensis,Salicaceae,TRUE,tpl;tropicos, ,
209,otoba parvifolia,1,Otoba parvifolia,species,1,(Markgr.) A.H.Gentry,http://www.theplantlist.org/tpl1.1/record/kew-2397718,,,,,Myristicaceae,Otoba,1,parvifolia,1,,,,,,,,,Accepted,Otoba parvifolia,(Markgr.) A.H.Gentry,species,http://www.theplantlist.org/tpl1.1/record/kew-2397718,Otoba parvifolia,Myristicaceae,TRUE,tpl, ,
209,otoba parvifolia,1,Otoba parvifolia,species,1,(Markgr.) A.H. Gentry,http://www.tropicos.org/Name/21800182,,,,,Myristicaceae,Otoba,1,parvifolia,1,,,,,,,,,Accepted,Otoba parvifolia,(Markgr.) A.H. Gentry,species,http://www.tropicos.org/Name/21800182,Otoba parvifolia,Myristicaceae,FALSE,tropicos, ,
210,stizophyllum riparium,1,Stizophyllum riparium,species,1,(Kunth) Sandwith,http://www.theplantlist.org/tpl1.1/record/kew-318162;http://www.tropicos.org/Name/3700020,,,,,Bignoniaceae,Stizophyllum,1,riparium,1,,,,,,,,,Accepted,Stizophyllum riparium,(Kunth) Sandwith,species,http://www.theplantlist.org/tpl1.1/record/kew-318162;http://www.tropicos.org/Name/3700020,Stizophyllum riparium,Bignoniaceae,TRUE,tpl;tropicos, ,
211,casearia sp.,0.9,Casearia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Casearia,,,,,Salicaceae,Casearia,1,,,,,,,,,,sp.,Accepted,Casearia,,genus,http://www.theplantlist.org/tpl1.1/search?q=Casearia,,Salicaceae,TRUE,tpl, ,
211,casearia sp.,0.9,Casearia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Casearia,,,,,Salicaceae,Casearia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
211,casearia sp.,0.9,Casearia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Casearia,,,,,Salicaceae,Casearia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
211,casearia sp.,0.9,Casearia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Casearia,,,,,Salicaceae,Casearia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
211,casearia sp.,0.9,Casearia,genus,1,Jacq.,http://www.tropicos.org/Name/40002213,,,,,Salicaceae,Casearia,1,,,,,,,,,,sp.,Accepted,Casearia,Jacq.,genus,http://www.tropicos.org/Name/40002213,,Salicaceae,FALSE,tropicos, ,
211,casearia sp.,0.9,Casearia,genus,1,,http://plants.usda.gov/java/profile?symbol=CASEA,,,,,Salicaceae,Casearia,1,,,,,,,,,,sp.,Accepted,Casearia,,genus,http://plants.usda.gov/java/profile?symbol=CASEA,,Salicaceae,FALSE,usda, [Ambiguous match] ,
212,tococa sp.,0.9,Tococa,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Tococa,,,,,Melastomataceae,Tococa,1,,,,,,,,,,sp.,Accepted,Tococa,,genus,http://www.theplantlist.org/tpl1.1/search?q=Tococa,,Melastomataceae,TRUE,tpl, ,
212,tococa sp.,0.9,Tococa,genus,1,Aubl.,http://www.tropicos.org/Name/40015045,,,,,Melastomataceae,Tococa,1,,,,,,,,,,sp.,Accepted,Tococa,Aubl.,genus,http://www.tropicos.org/Name/40015045,,Melastomataceae,FALSE,tropicos, ,
213,lonchocarpus sp.,0.9,Lonchocarpus,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Lonchocarpus;http://plants.usda.gov/java/profile?symbol=LONCH,,,,,Fabaceae,Lonchocarpus,1,,,,,,,,,,sp.,Accepted,Lonchocarpus,,genus,http://www.theplantlist.org/tpl1.1/search?q=Lonchocarpus;http://plants.usda.gov/java/profile?symbol=LONCH,,Fabaceae,TRUE,tpl;usda, ,
213,lonchocarpus sp.,0.9,Lonchocarpus,genus,1,,http://www.ildis.org/LegumeWeb?version~10.01&genus~Lonchocarpus,,,,,Fabaceae,Lonchocarpus,1,,,,,,,,,,sp.,No opinion,,,genus,http://www.theplantlist.org/tpl1.1/search?q=Lonchocarpus,,Fabaceae,FALSE,ildis, ,
213,lonchocarpus sp.,0.9,Lonchocarpus,genus,1,Kunth,http://www.tropicos.org/Name/40008471,,,,,Fabaceae,Lonchocarpus,1,,,,,,,,,,sp.,Accepted,Lonchocarpus,Kunth,genus,http://www.tropicos.org/Name/40008471,,Fabaceae,FALSE,tropicos, ,
214,ocotea aciphylla,1,Ocotea aciphylla,species,1,(Nees & Mart.) Mez,http://www.theplantlist.org/tpl1.1/record/kew-2386348;http://www.tropicos.org/Name/17800041,,,,,Lauraceae,Ocotea,1,aciphylla,1,,,,,,,,,Accepted,Ocotea aciphylla,(Nees & Mart.) Mez,species,http://www.theplantlist.org/tpl1.1/record/kew-2386348;http://www.tropicos.org/Name/17800041,Ocotea aciphylla,Lauraceae,TRUE,tpl;tropicos, ,
215,clusia sp.,0.9,Clusia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Clusia,,,,,Clusiaceae,Clusia,1,,,,,,,,,,sp.,Accepted,Clusia,,genus,http://www.theplantlist.org/tpl1.1/search?q=Clusia,,Clusiaceae,TRUE,tpl, ,
215,clusia sp.,0.9,Clusia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Clusia,,,,,Clusiaceae,Clusia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, ,
215,clusia sp.,0.9,Clusia,genus,1,L.,http://www.tropicos.org/Name/40010645,,,,,Clusiaceae,Clusia,1,,,,,,,,,,sp.,Accepted,Clusia,L.,genus,http://www.tropicos.org/Name/40010645,,Clusiaceae,FALSE,tropicos, ,
215,clusia sp.,0.9,Clusia,genus,1,,http://plants.usda.gov/java/profile?symbol=CLUSI,,,,,Clusiaceae,Clusia,1,,,,,,,,,,sp.,Accepted,Clusia,,genus,http://plants.usda.gov/java/profile?symbol=CLUSI,,Clusiaceae,FALSE,usda, ,
216,ocotea odorifera,1,Ocotea odorifera,species,1,(Vell.) Rohwer,http://www.theplantlist.org/tpl1.1/record/kew-2386075,,,,,Lauraceae,Ocotea,1,odorifera,1,,,,,,,,,Accepted,Ocotea odorifera,(Vell.) Rohwer,species,http://www.theplantlist.org/tpl1.1/record/kew-2386075,Ocotea odorifera,Lauraceae,TRUE,tpl, ,
216,ocotea odorifera,1,Ocotea odorifera,species,1,Rohwer,http://www.tropicos.org/Name/17806000,,,,,Lauraceae,Ocotea,1,odorifera,1,,,,,,,,,Accepted,Ocotea odorifera,Rohwer,species,http://www.tropicos.org/Name/17806000,Ocotea odorifera,Lauraceae,FALSE,tropicos, ,
217,tetracera sp.,0.9,Tetracera,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Tetracera,,,,,Dilleniaceae,Tetracera,1,,,,,,,,,,sp.,Accepted,Tetracera,,genus,http://www.theplantlist.org/tpl1.1/search?q=Tetracera,,Dilleniaceae,TRUE,tpl, ,
217,tetracera sp.,0.9,Tetracera,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Tetracera,,,,,Dilleniaceae,Tetracera,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, ,
217,tetracera sp.,0.9,Tetracera,genus,1,L.,http://www.tropicos.org/Name/40011559,,,,,Dilleniaceae,Tetracera,1,,,,,,,,,,sp.,Accepted,Tetracera,L.,genus,http://www.tropicos.org/Name/40011559,,Dilleniaceae,FALSE,tropicos, ,
218,plumeria sp.,0.9,Plumeria,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Plumeria,,,,,Apocynaceae,Plumeria,1,,,,,,,,,,sp.,Accepted,Plumeria,,genus,http://www.theplantlist.org/tpl1.1/search?q=Plumeria,,Apocynaceae,TRUE,tpl, ,
218,plumeria sp.,0.9,Plumeria,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Plumeria,,,,,Apocynaceae,Plumeria,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, ,
218,plumeria sp.,0.9,Plumeria,genus,1,L.,http://www.tropicos.org/Name/40012241,,,,,Apocynaceae,Plumeria,1,,,,,,,,,,sp.,Accepted,Plumeria,L.,genus,http://www.tropicos.org/Name/40012241,,Apocynaceae,FALSE,tropicos, ,
218,plumeria sp.,0.9,Plumeria,genus,1,,http://plants.usda.gov/java/profile?symbol=PLUME,,,,,Apocynaceae,Plumeria,1,,,,,,,,,,sp.,Accepted,Plumeria,,genus,http://plants.usda.gov/java/profile?symbol=PLUME,,Apocynaceae,FALSE,usda, ,
219,ilex lamprophylla,1,Ilex lamprophylla,species,1,Standl.,http://www.theplantlist.org/tpl1.1/record/kew-2860942;http://www.tropicos.org/Name/2000259,,,,,Aquifoliaceae,Ilex,1,lamprophylla,1,,,,,,,,,Accepted,Ilex lamprophylla,Standl.,species,http://www.theplantlist.org/tpl1.1/record/kew-2860942;http://www.tropicos.org/Name/2000259,Ilex lamprophylla,Aquifoliaceae,TRUE,tpl;tropicos, ,
220,trichilia sp.,0.9,Trichilia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Trichilia,,,,,Meliaceae,Trichilia,1,,,,,,,,,,sp.,Accepted,Trichilia,,genus,http://www.theplantlist.org/tpl1.1/search?q=Trichilia,,Meliaceae,TRUE,tpl, ,
220,trichilia sp.,0.9,Trichilia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Trichilia,,,,,Meliaceae,Trichilia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
220,trichilia sp.,0.9,Trichilia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Trichilia,,,,,Meliaceae,Trichilia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
220,trichilia sp.,0.9,Trichilia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Trichilia,,,,,Meliaceae,Trichilia,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
220,trichilia sp.,0.9,Trichilia,genus,1,P. Browne,http://www.tropicos.org/Name/40017278,,,,,Meliaceae,Trichilia,1,,,,,,,,,,sp.,Accepted,Trichilia,P. Browne,genus,http://www.tropicos.org/Name/40017278,,Meliaceae,FALSE,tropicos, ,
220,trichilia sp.,0.9,Trichilia,genus,1,L.,http://www.tropicos.org/Name/50216376,,,,,Meliaceae,Trichilia,1,,,,,,,,,,sp.,Illegitimate,,,,,,,FALSE,tropicos, ,
220,trichilia sp.,0.9,Trichilia,genus,1,,http://plants.usda.gov/java/profile?symbol=TRICH2,,,,,Meliaceae,Trichilia,1,,,,,,,,,,sp.,Accepted,Trichilia,,genus,http://plants.usda.gov/java/profile?symbol=TRICH2,,Meliaceae,FALSE,usda, [Ambiguous match] ,
221,hybanthus mexicanus,1,Hybanthus mexicanus,species,1,Ging. ex DC.,http://www.theplantlist.org/tpl1.1/record/kew-2855358,,,,,Violaceae,Hybanthus,1,mexicanus,1,,,,,,,,,Accepted,Hybanthus mexicanus,Ging. ex DC.,species,http://www.theplantlist.org/tpl1.1/record/kew-2855358,Hybanthus mexicanus,Violaceae,TRUE,tpl, ,
221,hybanthus mexicanus,1,Hybanthus mexicanus,species,1,Ging.,http://www.tropicos.org/Name/33800122,,,,,Violaceae,Hybanthus,1,mexicanus,1,,,,,,,,,Accepted,Hybanthus mexicanus,Ging.,species,http://www.tropicos.org/Name/33800122,Hybanthus mexicanus,Violaceae,FALSE,tropicos, ,
222,vochysia sp.,0.9,Vochysia,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Vochysia,,,,,Vochysiaceae,Vochysia,1,,,,,,,,,,sp.,Accepted,Vochysia,,genus,http://www.theplantlist.org/tpl1.1/search?q=Vochysia,,Vochysiaceae,TRUE,tpl, ,
222,vochysia sp.,0.9,Vochysia,genus,1,Aubl.,http://www.tropicos.org/Name/40024804,,,,,Vochysiaceae,Vochysia,1,,,,,,,,,,sp.,Accepted,Vochysia,Aubl.,genus,http://www.tropicos.org/Name/40024804,,Vochysiaceae,FALSE,tropicos, ,
223,tabebuia impetiginosa,1,Tabebuia impetiginosa,species,1,(Mart. ex DC.) Standl.,http://www.theplantlist.org/tpl1.1/record/kew-318624,,,,,Bignoniaceae,Tabebuia,1,impetiginosa,1,,,,,,,,,Synonym,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,species,http://www.theplantlist.org/tpl1.1/record/kew-317146,Handroanthus impetiginosus,Bignoniaceae,TRUE,tpl, ,
223,tabebuia impetiginosa,1,Tabebuia impetiginosa,species,1,(Mart. ex DC.) Standl.,http://www.tropicos.org/Name/3700644,,,,,Bignoniaceae,Tabebuia,1,impetiginosa,1,,,,,,,,,Accepted,Tabebuia impetiginosa,(Mart. ex DC.) Standl.,species,http://www.tropicos.org/Name/3700644,Tabebuia impetiginosa,Bignoniaceae,FALSE,tropicos, ,
224,trichilia casaretti,1,Trichilia casaretti,species,1,C. DC.,http://www.theplantlist.org/tpl1.1/record/tro-20400205;http://www.tropicos.org/Name/20400205,,,,,Meliaceae,Trichilia,1,casaretti,1,,,,,,,,,Accepted,Trichilia casaretti,C. DC.,species,http://www.theplantlist.org/tpl1.1/record/tro-20400205;http://www.tropicos.org/Name/20400205,Trichilia casaretti,Meliaceae,TRUE,tpl;tropicos, ,
225,hernandia stenura,1,Hernandia stenura,species,1,Standl.,http://www.theplantlist.org/tpl1.1/record/kew-2846861;http://www.tropicos.org/Name/15300015,,,,,Hernandiaceae,Hernandia,1,stenura,1,,,,,,,,,Accepted,Hernandia stenura,Standl.,species,http://www.theplantlist.org/tpl1.1/record/kew-2846861;http://www.tropicos.org/Name/15300015,Hernandia stenura,Hernandiaceae,TRUE,tpl;tropicos, ,
226,citrus aurantiaca,1,Citrus aurantiaca,species,1,Swingle,http://www.theplantlist.org/tpl1.1/record/tro-50149357,,,,,Rutaceae,Citrus,1,aurantiaca,1,,,,,,,,,Accepted,Citrus aurantiaca,Swingle,species,http://www.theplantlist.org/tpl1.1/record/tro-50149357,Citrus aurantiaca,Rutaceae,TRUE,tpl, ,
226,citrus aurantiaca,1,Citrus aurantiaca,species,1,(L.) Swingle,http://www.tropicos.org/Name/50149357,,,,,Rutaceae,Citrus,1,aurantiaca,1,,,,,,,,,Accepted,Citrus aurantiaca,(L.) Swingle,species,http://www.tropicos.org/Name/50149357,Citrus aurantiaca,Rutaceae,FALSE,tropicos, ,
227,clarisia racemosa,1,Clarisia racemosa,species,1,Ruiz & Pav.,http://www.theplantlist.org/tpl1.1/record/kew-2724628;http://www.tropicos.org/Name/21300125,,,,,Moraceae,Clarisia,1,racemosa,1,,,,,,,,,Accepted,Clarisia racemosa,Ruiz & Pav.,species,http://www.theplantlist.org/tpl1.1/record/kew-2724628;http://www.tropicos.org/Name/21300125,Clarisia racemosa,Moraceae,TRUE,tpl;tropicos, ,
228,ocotea sp.,0.9,Ocotea,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Ocotea;http://plants.usda.gov/java/profile?symbol=OCOTE,,,,,Lauraceae,Ocotea,1,,,,,,,,,,sp.,Accepted,Ocotea,,genus,http://www.theplantlist.org/tpl1.1/search?q=Ocotea;http://plants.usda.gov/java/profile?symbol=OCOTE,,Lauraceae,TRUE,tpl;usda, ,
228,ocotea sp.,0.9,Ocotea,genus,1,Aubl.,http://www.tropicos.org/Name/40030080,,,,,Lauraceae,Ocotea,1,,,,,,,,,,sp.,Accepted,Ocotea,Aubl.,genus,http://www.tropicos.org/Name/40030080,,Lauraceae,FALSE,tropicos, ,
229,posoqueria maxima,1,Posoqueria maxima,species,1,Standl.,http://www.theplantlist.org/tpl1.1/record/kew-163594,,,,,Rubiaceae,Posoqueria,1,maxima,1,,,,,,,,,Synonym,Posoqueria coriacea subsp. maxima,(Standl.) Steyerm.,subspecies,http://www.theplantlist.org/tpl1.1/record/kew-163566,Posoqueria coriacea,Rubiaceae,TRUE,tpl, ,
229,posoqueria maxima,1,Posoqueria maxima,species,1,Standl.,http://www.tropicos.org/Name/27901841,,,,,Rubiaceae,Posoqueria,1,maxima,1,,,,,,,,,Accepted,Posoqueria maxima,Standl.,species,http://www.tropicos.org/Name/27901841,Posoqueria maxima,Rubiaceae,FALSE,tropicos, ,
230,bursera sp.,0.9,Bursera,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Bursera,,,,,Burseraceae,Bursera,1,,,,,,,,,,sp.,Accepted,Bursera,,genus,http://www.theplantlist.org/tpl1.1/search?q=Bursera,,Burseraceae,TRUE,tpl, ,
230,bursera sp.,0.9,Bursera,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Bursera,,,,,Burseraceae,Bursera,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
230,bursera sp.,0.9,Bursera,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Bursera,,,,,Burseraceae,Bursera,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, [Ambiguous match] ,
230,bursera sp.,0.9,Bursera,genus,1,Jacq. ex L.,http://www.tropicos.org/Name/40033518,,,,,Burseraceae,Bursera,1,,,,,,,,,,sp.,Accepted,Bursera,Jacq. ex L.,genus,http://www.tropicos.org/Name/40033518,,Burseraceae,FALSE,tropicos, ,
230,bursera sp.,0.9,Bursera,genus,1,,http://plants.usda.gov/java/profile?symbol=BURSE,,,,,Burseraceae,Bursera,1,,,,,,,,,,sp.,Accepted,Bursera,,genus,http://plants.usda.gov/java/profile?symbol=BURSE,,Burseraceae,FALSE,usda, [Ambiguous match] ,
231,swartzia cardiosperma,1,Swartzia cardiosperma,species,1,Benth.,http://www.ildis.org/LegumeWeb?version~10.01&genus~Swartzia&species~cardiosperma,,,,,Fabaceae,Swartzia,1,cardiosperma,1,,,,,,,,,Accepted,Swartzia cardiosperma,Benth.,species,http://www.ildis.org/LegumeWeb?version~10.01&genus~Swartzia&species~cardiosperma,Swartzia cardiosperma,Fabaceae,TRUE,ildis, ,
231,swartzia cardiosperma,1,Swartzia cardiosperma,species,1,Spruce ex Benth.,http://www.tropicos.org/Name/13001688,,,,,Fabaceae,Swartzia,1,cardiosperma,1,,,,,,,,,Accepted,Swartzia cardiosperma,Spruce ex Benth.,species,http://www.tropicos.org/Name/13001688,Swartzia cardiosperma,Fabaceae,FALSE,tropicos, ,
232,helicostylis tomentosa,1,Helicostylis tomentosa,species,1,(Poepp. & Endl.) J.F.Macbr.,http://www.theplantlist.org/tpl1.1/record/kew-2843149,,,,,Moraceae,Helicostylis,1,tomentosa,1,,,,,,,,,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,species,http://www.theplantlist.org/tpl1.1/record/kew-2843149,Helicostylis tomentosa,Moraceae,TRUE,tpl, ,
232,helicostylis tomentosa,1,Helicostylis tomentosa,species,1,(Poepp. & Endl.) Rusby,http://www.theplantlist.org/tpl1.1/record/tro-21300535,,,,,Moraceae,Helicostylis,1,tomentosa,1,,,,,,,,,Synonym,Helicostylis tomentosa,(Poepp. & Endl.) J.F.Macbr.,species,http://www.theplantlist.org/tpl1.1/record/kew-2843149,Helicostylis tomentosa,Moraceae,FALSE,tpl, ,
232,helicostylis tomentosa,1,Helicostylis tomentosa,species,1,(Poepp. & Endl.) Rusby,http://www.tropicos.org/Name/21300535,,,,,Moraceae,Helicostylis,1,tomentosa,1,,,,,,,,,Accepted,Helicostylis tomentosa,(Poepp. & Endl.) Rusby,species,http://www.tropicos.org/Name/21300535,Helicostylis tomentosa,Moraceae,FALSE,tropicos, ,
232,helicostylis tomentosa,1,Helicostylis tomentosa,species,1,(Poepp. & Endl.) J.F. Macbr.,http://www.tropicos.org/Name/50179403,,,,,Moraceae,Helicostylis,1,tomentosa,1,,,,,,,,,Invalid,,,,,,,FALSE,tropicos, ,
233,cybianthus sp.,0.9,Cybianthus,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Cybianthus;http://plants.usda.gov/java/profile?symbol=CYBIA,,,,,Primulaceae,Cybianthus,1,,,,,,,,,,sp.,Accepted,Cybianthus,,genus,http://www.theplantlist.org/tpl1.1/search?q=Cybianthus;http://plants.usda.gov/java/profile?symbol=CYBIA,,Primulaceae,TRUE,tpl;usda, ,
233,cybianthus sp.,0.9,Cybianthus,genus,1,Mart.,http://www.tropicos.org/Name/40019091,,,,,Primulaceae,Cybianthus,1,,,,,,,,,,sp.,Accepted,Cybianthus,Mart.,genus,http://www.tropicos.org/Name/40019091,,Primulaceae,FALSE,tropicos, ,
234,pouteria jenmanii,1,Pouteria jenmanii,species,1,(Pittier) Sandwith,http://www.theplantlist.org/tpl1.1/record/kew-164179,,,,,Sapotaceae,Pouteria,1,jenmanii,1,,,,,,,,,Synonym,Pouteria torta subsp. glabra,T.D.Penn.,subspecies,http://www.theplantlist.org/tpl1.1/record/kew-164501,Pouteria torta,Sapotaceae,TRUE,tpl, ,
234,pouteria jenmanii,1,Pouteria jenmanii,species,1,(Pittier) Sandwith,http://www.tropicos.org/Name/28701366,,,,,Sapotaceae,Pouteria,1,jenmanii,1,,,,,,,,,Synonym,Pouteria torta,(Mart.) Radlk.,species,http://www.tropicos.org/Name/28700560,Pouteria torta,Sapotaceae,FALSE,tropicos, ,
235,tetrapterys macrocarpa,1,Tetrapterys macrocarpa,species,1,I.M. Johnst.,http://www.theplantlist.org/tpl1.1/record/tro-19500985;http://www.tropicos.org/Name/19500985,,,,,Malpighiaceae,Tetrapterys,1,macrocarpa,1,,,,,,,,,Synonym,Tetrapterys goudotiana,Triana & Planch.,species,http://www.theplantlist.org/tpl1.1/record/tro-19500555;http://www.tropicos.org/Name/19500555,Tetrapterys goudotiana,Malpighiaceae,TRUE,tpl;tropicos, ,
236,rourea sp.,0.9,Rourea,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Rourea,,,,,Connaraceae,Rourea,1,,,,,,,,,,sp.,Accepted,Rourea,,genus,http://www.theplantlist.org/tpl1.1/search?q=Rourea,,Connaraceae,TRUE,tpl, ,
236,rourea sp.,0.9,Rourea,genus,1,,http://www.theplantlist.org/tpl1.1/search?q=Rourea,,,,,Connaraceae,Rourea,1,,,,,,,,,,sp.,No opinion,,,,,,,FALSE,tpl, ,
