Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Eucalyptus paniculata,Eucalyptus paniculata,,1,Accepted,Eucalyptus paniculata,Sm.,Myrtaceae,tropicos;usda, ,
Eucalyptus umbra,Eucalyptus umbra,,1,No opinion,,,,tropicos, ,
Gompholobium latifolium,Gompholobium latifolium,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Lasiopetalum ferrugineum,Lasiopetalum ferrugineum,,1,No opinion,,,,tropicos, ,
Leptospermum polygalifolium,Leptospermum polygalifolium,,1,No opinion,,,,tropicos, ,
Lomatia silaifolia,Lomatia silaifolia,,1,Accepted,Lomatia silaifolia,(Sm.) R. Br.,Proteaceae,tropicos, ,
Macrozamia communis,Macrozamia communis,,1,Accepted,Macrozamia communis,L.A.S. Johnson,Zamiaceae,tropicos;usda, ,
Persoonia linearis,Persoonia,,0.5,Illegitimate,,,,tropicos, [Partial match] [Ambiguous match] ,
Pomaderris ferruginea,Pomaderris,,0.5,No opinion,,,,tropicos, [Partial match] ,
Pultenea daphnoides,Pultenaea daphnoides,,0.98,No opinion,,,,tropicos, ,
Pultenea flexilis,Pultenaea flexilis,,0.98,No opinion,,,,tropicos, ,
Synoum glandulosum,Synoum glandulosum,,1,Accepted,Synoum glandulosum,(Sm.) A. Juss.,Meliaceae,tropicos, ,
Syncarpia glomulifera,Syncarpia glomulifera,,1,Accepted,Syncarpia glomulifera,(Sm.) Nied.,Myrtaceae,tropicos;usda, ,
Xylomelum pyriforme,Xylomelum pyriforme,,1,Accepted,Xylomelum pyriforme,(Gaertn.) R. Br.,Proteaceae,tropicos, ,
Acacia suaveolens,Acacia suaveolens,,1,Accepted,Acacia suaveolens,Willd.,Fabaceae,tropicos, ,
Boronia ledifolia,Boronia ledifolia,,1,No opinion,,,,tropicos, ,
Corymbia gummifera,Corymbia gummifera,,1,Accepted,Corymbia gummifera,(Gaertn.) K.D. Hill & L.A.S. Johnson,Myrtaceae,tropicos, ,
Eriostemon australasius,Eriostemon australasius,,1,No opinion,,,,tropicos, ,
Eucalyptus haemostoma,Eucalyptus haemastoma,,0.98,No opinion,,,,tropicos, ,
Gompholobium grandiflorum,Gompholobium grandiflorum,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Grevillea buxifolia,Grevillea buxifolia,,1,Accepted,Grevillea buxifolia,(Sm.) R. Br.,Proteaceae,tropicos, ,
Grevillea speciosa,Grevillea speciosa,,1,No opinion,,,,tropicos, ,
Hakea dactyloides,Hakea dactyloides,,1,Accepted,Hakea dactyloides,(Gaertn.) Cav.,Proteaceae,tropicos, ,
Hakea teretifolia,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hibbertia bracteata,Hibbertia bracteata,,1,No opinion,,,,tropicos, ,
Lambertia formosa,Lambertia formosa,,1,No opinion,,,,tropicos, ,
Leptospermum trinervium,Leptospermum trinervium,,1,Accepted,Leptospermum trinervium,(Sm.) Joy Thomps.,Myrtaceae,tropicos;usda, ,
Persoonia levis,Persoonia laevis,,0.97,No opinion,,,,tropicos, ,
Phyllota phylicoides,Phyllota phylicoides,,1,No opinion,,,,tropicos, ,
Pimelea linifolia,Pimelea linifolia,,1,Accepted,Pimelea linifolia,Sm.,Thymelaeaceae,tropicos, ,
Acacia doratoxylon,Acacia doratoxylon,,1,Synonym,Racosperma doratoxylon,(A. Cunn.) Pedley,Fabaceae,tropicos, ,
Acacia oswaldii,Acacia oswaldii,,1,Synonym,Racosperma oswaldii,(F. Muell.) Pedley,Fabaceae,tropicos, ,
Atriplex stipitata,Atriplex stipitata,,1,No opinion,,,,tropicos, ,
Brachychiton populneus,Brachychiton populneus,,1,Accepted,Brachychiton populneus,(Schott & Endl.) R. Br.,Malvaceae,tropicos, ,
Callitris glaucophylla,Callitris glaucophylla,,1,Accepted,Callitris glaucophylla,Joy Thomps. & L.P. Johnson,Cupressaceae,tropicos, ,
Eremophila glabra,Eremophila glabra,,1,Accepted,Eremophila glabra,(R. Br.) Ostenf.,Scrophulariaceae,tropicos, ,
Eremophila longifolia,Eremophila longifolia,,1,Accepted,Eremophila longifolia,(R. Br.) F. Muell.,Scrophulariaceae,tropicos, ,
Eremophila mitchelli,Eremophila mitchelli,,1,No opinion,,,,tropicos, ,
Eucalyptus intertexta,Eucalyptus intertexta,,1,No opinion,,,,tropicos, ,
Exocarpus apophyllum,Exocarpus,,0.5,Invalid,Exocarpos,Labill.,Santalaceae,tropicos, [Partial match] ,
Geijera parviflora,Geijera parviflora,,1,No opinion,,,,tropicos, ,
Hakea tephrosperma,Hakea tephrosperma,,1,No opinion,,,,tropicos, ,
Helichrysum apiculatum,Helichrysum apiculatum,,1,Synonym,Chrysocephalum apiculatum,(Labill.) Steetz,Asteraceae,gcc, ,urn:lsid:compositae.org:names:2708D9C5-05D2-4237-81A9-A5F9213DEEF6
Olearia pimelioides,Olearia pimelioides,,1,No opinion,,,,tropicos, ,
Philotheca difformis,Philotheca difformis,,1,Accepted,Philotheca difformis,(A. Cunn. ex Endl.) Paul G. Wilson,Rutaceae,tropicos, ,
Pimelea microcephala,Pimelea microcephala,,1,Accepted,Pimelea microcephala,R. Br.,Thymelaeaceae,tropicos, ,
Senna artemisioides,Senna artemisioides,,1,Accepted,Senna artemisioides,(Gaudich. ex DC.) Randell,Fabaceae,tropicos;usda, ,
Solanum ferocissium,Solanum ferocissimum,,0.99,No opinion,,,,tropicos, ,
Spartothamnella puberula,Spartothamnella puberula,,1,Accepted,Spartothamnella puberula,(F. Muell.) Maiden & Betche,Lamiaceae,tropicos, ,
Acacia colletioides,Acacia colletioides,,1,Synonym,Racosperma collectioides,(A. Cunn. ex Benth.) Pedley,Fabaceae,tropicos, ,
Acacia havilandiorum,Acacia havilandiorum,,1,Synonym,Racosperma havilandiorum,(Maiden) Pedley,Fabaceae,tropicos, ,
Acacia willhelmiana,Acacia wilhelmiana,,0.99,Synonym,Racosperma wilhelmianum,(F. Muell.) Pedley,Fabaceae,tropicos, ,
Bertya cunninghamii,Bertya cunninghamii,,1,No opinion,,,,tropicos, ,
Beyeria opaca,Beyeria opaca,,1,No opinion,,,,tropicos, ,
Bossiaea walkeri,Bossiaea walkeri,,1,No opinion,,,,tropicos, ,
Cassinia laevis,Cassinia laevis,,1,Accepted,Cassinia laevis,R.Br.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:71E60937-5DE3-42D6-AAE0-E6690223A207
Eremophila deserti,Eremophila deserti,,1,No opinion,,,,tropicos, ,
Eucalyptus dumosa,Eucalyptus dumosa,,1,Synonym,Eucalyptus incrassata var. dumosa,(A. Cunn. ex Oxley) Maiden,Myrtaceae,tropicos, ,
Eucalyptus socialis,Eucalyptus socialis,,1,No opinion,,,,tropicos, ,
Eutaxia microphylla,Eutaxia microphylla,,1,Accepted,Eutaxia microphylla,J. Black,Fabaceae,tropicos, ,
Grevillea aneura,Grevillea aneura,,1,No opinion,,,,tropicos, ,
Micromyrtus sessilis,Micromyrtus sessilis,,1,No opinion,,,,tropicos, ,
Olearia decurrens,Olearia decurrens,,1,Accepted,Olearia decurrens,(DC.) Benth.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:22BCF563-8A39-493F-8469-B4E53EF1C5F9
Santalum acuminatum,Santalum acuminatum,,1,Accepted,Santalum acuminatum,(R. Br.) A. DC.,Santalaceae,tropicos, ,
Triodia scabra,Triodia,,0.5,Synonym,Tridens,Roem. & Schult.,Poaceae,tropicos, [Partial match] ,
Citharexylum macradenium,Citharexylum macradenium,,1,Accepted,Citharexylum macradenium,Greenm.,Verbenaceae,tropicos, ,
Baccharis pedunculata,Baccharis pedunculata,,1,Accepted,Baccharis pedunculata,(Mill.) Cabrera,Asteraceae,tropicos;gcc, ,
Parathesis amplifolia,Parathesis amplifolia,,1,Accepted,Parathesis amplifolia,Lundell,Primulaceae,tropicos, ,
Blakea foliacea,Blakea foliacea,,1,Accepted,Blakea foliacea,Gleason,Melastomataceae,tropicos, ,
Ficus macbridei,Ficus macbridei,,1,Accepted,Ficus macbridei,Standl.,Moraceae,tropicos, ,
Inga punctata,Inga punctata,,1,Accepted,Inga punctata,Willd.,Fabaceae,tropicos, ,
Croton draco,Croton draco,,1,Accepted,Croton draco,Schltdl. & Cham.,Euphorbiaceae,tropicos, ,
Clusia stenophylla,Clusia stenophylla,,1,Accepted,Clusia stenophylla,Standl.,Clusiaceae,tropicos, ,
Abies alba,Abies alba,,1,Accepted,Abies alba,Mill.,Pinaceae,tropicos;usda, ,
Carpinus betulus,Carpinus betulus,,1,Accepted,Carpinus betulus,L.,Betulaceae,tropicos;usda, ,
Pinus nigra,Pinus nigra,,1,Accepted,Pinus nigra,Arnold,Pinaceae,tropicos;usda, ,
Pseudotsuga menziesii,Pseudotsuga menziesii,,1,Accepted,Pseudotsuga menziesii,(Mirb.) Franco,Pinaceae,tropicos;usda, ,
Peucedanum multivittatum,Peucedanum multivittatum,,1,Illegitimate,,,,tropicos, ,
Potentilla marsumurae,Potentilla matsumurae,,0.98,No opinion,,,,tropicos, ,
Sieversia pentapetala,Sieversia pentapetala,,1,Synonym,Geum pentapetalum,(L.) Makino,Rosaceae,tropicos;usda, ,
Alnus maximowiczii,Alnus maximowiczii,,1,Synonym,Duschekia maximowiczii,(Callier ex C.K. Schneid.) Pouzar,Betulaceae,tropicos, ,
Didymopanax morototoni,Didymopanax morototoni,,1,Synonym,Schefflera morototoni,"(Aubl.) Maguire, Steyerm. & Frodin",Araliaceae,tropicos, ,
Ficus obtusifolia,Ficus obtusifolia,,1,Accepted,Ficus obtusifolia,Kunth,Moraceae,tropicos;usda, ,
Pseudobombax septenatum,Pseudobombax septenatum,,1,Accepted,Pseudobombax septenatum,(Jacq.) Dugand,Malvaceae,tropicos, ,
Colophosphermum mopane,Colophospermum mopane,,0.99,Synonym,Copaiba mopane,(J. Kirk ex Benth.) Kuntze,Fabaceae,tropicos, ,
Combretum apiculatum,Combretum apiculatum,,1,No opinion,,,,tropicos, ,
Dalbergia melanoxylon,Dalbergia melanoxylon,,1,Synonym,Amerimnon melanoxylon,(Guill. & Perr.) Kuntze,Fabaceae,tropicos, ,
Euclea divinorum,Euclea divinorum,,1,Accepted,Euclea divinorum,Hiern,Ebenaceae,tropicos, ,
Lannea stuhlmannii,Lannea stuhlmannii,,1,Synonym,Lannea schweinfurthii var. stuhlmannii,(Engl.) Kokwaro,Anacardiaceae,tropicos, ,
Albizia antunesiana,Albizia antunesiana,,1,No opinion,,,,tropicos, ,
Brachystegia spiciformis,Brachystegia spiciformis,,1,Accepted,Brachystegia spiciformis,Benth.,Fabaceae,tropicos, ,
Burkea africana,Burkea africana,,1,Accepted,Burkea africana,Hook.,Fabaceae,tropicos, ,
Julbernardia globulifera,Julbernardia,,0.5,No opinion,,,,tropicos, [Partial match] ,
Monotes glaber,Monotes,,0.5,Accepted,Monotes,A. DC.,Dipterocarpaceae,tropicos, [Partial match] ,
Terminalia sericea,Terminalia sericea,,1,Synonym,Terminalia argentea,Mart.,Combretaceae,tropicos, ,
Acacia nigrescens,Acacia nigrescens,,1,Synonym,Senegalia nigrescens,(Oliv.) P.J.H. Hurter,Fabaceae,tropicos, ,
Bolusanthus speciosus,Bolusanthus speciosus,,1,Accepted,Bolusanthus speciosus,(Bolus) Harms,Fabaceae,tropicos, ,
Leucadendron lanigerum,Leucadendron lanigerum,,1,Accepted,Leucadendron lanigerum,H. Buek ex Meisn.,Proteaceae,tropicos, ,
Leucadendron pubescens,Leucadendron pubescens,,1,Accepted,Leucadendron pubescens,R. Br.,Proteaceae,tropicos, ,
Protea bracteolaris,Protea,,0.5,Illegitimate,Leucadendron,R. Br.,Proteaceae,tropicos, [Partial match] ,
Protea laurifolia,Protea laurifolia,,1,Accepted,Protea laurifolia,Thunb.,Proteaceae,tropicos, ,
Leucadendron salignum,Leucadendron salignum,,1,Accepted,Leucadendron salignum,R. Br.,Proteaceae,tropicos, ,
Protea burchellii,Protea burchellii,,1,Accepted,Protea burchellii,Stapf,Proteaceae,tropicos, ,
Aulax umbellata,Aulax umbellata,,1,Accepted,Aulax umbellata,R. Br.,Proteaceae,tropicos, ,
Leucadendron arcuatum,Leucadendron arcuatum,,1,Accepted,Leucadendron arcuatum,I.A. Williams,Proteaceae,tropicos, ,
Leucadendron brunoides,Leucadendron brunioides,,0.98,Accepted,Leucadendron brunioides,Meisn.,Proteaceae,tropicos, ,
Protea glabra,Protea glabra,,1,Accepted,Protea glabra,Thunb.,Proteaceae,tropicos, ,
Paranomus bracteolaris,Paranomus bracteolaris,,1,Accepted,Paranomus bracteolaris,Salisb. ex Knight,Proteaceae,tropicos, ,
Diastella divaricata,Diastella divaricata,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Leucadendron laureolum,Leucadendron laureolum,,1,Accepted,Leucadendron laureolum,Fourc.,Proteaceae,tropicos, ,
Leucospermum conocarpodendron,Leucospermum conocarpodendron,,1,Accepted,Leucospermum conocarpodendron,H. Buek,Proteaceae,tropicos, ,
Leucospermum hypophyllocarpodendron,Leucospermum hypophyllocarpodendron,,1,Accepted,Leucospermum hypophyllocarpodendron,(L.) Druce,Proteaceae,tropicos, ,
Mimetes fibrifolium,Mimetes,,0.5,No opinion,,,,tropicos, [Partial match] ,
Protea speciosa,Protea speciosa,,1,Accepted,Protea speciosa,L.,Proteaceae,tropicos, ,
Serruria hirsuta,Serruria hirsuta,,1,Accepted,Serruria hirsuta,R. Br.,Proteaceae,tropicos, ,
Leucadendron foedum,Leucadendron foedum,,1,Accepted,Leucadendron foedum,I.J. Williams,Proteaceae,tropicos, ,
Serruria fucifolia,Serruria fucifolia,,1,Accepted,Serruria fucifolia,Salisb. ex Knight,Proteaceae,tropicos, ,
Protea nerifolia,Protea neriifolia,,0.98,Accepted,Protea neriifolia,R. Br.,Proteaceae,tropicos, ,
Serruria sp,Serruria,,0.9,No opinion,,,,tropicos, ,
Leucadendron conifesula,Leucadendron,,0.5,Invalid,,,,tropicos, [Partial match] ,
Mimetes cucullatus,Mimetes cucullatus,,1,Accepted,Mimetes cucullatus,R. Br.,Proteaceae,tropicos, ,
Protea susannae,Protea susannae,,1,Accepted,Protea susannae,Phillips,Proteaceae,tropicos, ,
Serruria nervosa,Serruria nervosa,,1,Accepted,Serruria nervosa,Meisn.,Proteaceae,tropicos, ,
Leucadendron xanthoconus,Leucadendron xanthoconus,,1,Accepted,Leucadendron xanthoconus,K. Schum.,Proteaceae,tropicos, ,
Leucospermum cordifolium,Leucospermum cordifolium,,1,Accepted,Leucospermum cordifolium,Fourc.,Proteaceae,tropicos, ,
Protea cordata,Protea cordata,,1,Accepted,Protea cordata,Thunb.,Proteaceae,tropicos, ,
Serruria fasciflora,Serruria fasciflora,,1,Accepted,Serruria fasciflora,Salisb. ex Knight,Proteaceae,tropicos, ,
Protea compacta,Protea compacta,,1,Accepted,Protea compacta,R. Br.,Proteaceae,tropicos, ,
Hakea amplexicaulis,Hakea amplexicaulis,,1,No opinion,,,,tropicos, ,
Hakea cristata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea cyclocarpa,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea erinacea,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea incrassata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea lissocarpha,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea myrtoides,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea petiolaris,Hakea petiolaris,,1,No opinion,,,,tropicos, ,
Hakea ruscifolia,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea stenocarpa,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea trifurcata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea undulata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea anadenia,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea auriculata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea conchifolia,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea costata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea eneabba,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea flabellifolia,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea longiflora,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea marginata,Hevea marginata,,0.86,Synonym,Hevea guianensis var. marginata,(Ducke) Ducke,Euphorbiaceae,tropicos, ,
Hakea megalosperma,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea neurophylla,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea prostrata,Hakea rostrata,,0.98,Accepted,Hakea rostrata,F. Muell.,Proteaceae,usda, ,
Hakea psilorryncha,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea spathulata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea adnata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea bicornata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea pandicarpa,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea scoparia,Hakea scoparia,,1,No opinion,,,,tropicos, ,
Hakea acuminata,Hancea acuminata,,0.9,Accepted,Hancea acuminata,"(Baill.) S.E.C.Sierra, Kulju & Welzen",Euphorbiaceae,tropicos, ,
Hakea cinerea,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea hookeriana,Hancea hookeriana,,0.9,Synonym,Cordemoya hookeriana,"(Seem.) S.E.C.Sierra, Kulju & Welzen",Euphorbiaceae,tropicos, ,
Hakea ilicifolia,Hovea ilicifolia,,0.86,No opinion,,,,tropicos, ,
Hakea lasiocarpha,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea nitida,Hevea nitida,,0.86,Accepted,Hevea nitida,Mart. ex Müll. Arg.,Euphorbiaceae,tropicos, ,
Hakea obtusa,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea verrucosa,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea victoria,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea bucculenta,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea orthorryncha,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea pycnoneura,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea stenophylla,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea commutata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea cygna,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea horrida,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea kippistiana,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea newbeyana,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea obliqua,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea strumosa,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea subsulcata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea erecta,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea francisiana,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea invaginata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea minyma,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea multilineata,Hakea multilineata,,1,No opinion,,,,tropicos, ,
Hakea drupacea,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea elliptica,Hovea elliptica,,0.86,No opinion,,,,tropicos, [Ambiguous match] ,
Hakea ferruginea,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea lasiantha,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea laurina,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea preissii,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea sulcata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea tuberculata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea ambigua,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea baxteri,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea ceratophylla,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea corymbosa,Hakea corymbosa,,1,No opinion,,,,tropicos, ,
Hakea cucullata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea denticulata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea lehmanniana,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea pritzelii,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea varia,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea falcata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea florida,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea linearis,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea oleifolia,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea brownii,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea candolleana,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea circumalata,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea gilbertii,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea platysperma,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea polyanthema,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Hakea recurva,Hakea,,0.5,No opinion,,,,tropicos, [Partial match] ,
Alnus crispa,Alnus crispa,,1,Accepted,Alnus crispa,(Aiton) Pursh,Betulaceae,tropicos, ,
Arctagrostis latifolia,Arctagrostis latifolia,,1,Accepted,Arctagrostis latifolia,(R. Br.) Griseb.,Poaceae,tropicos;usda, ,
Arctous alpina,Arctous alpina,,1,Accepted,Arctous alpina,(L.) Nied.,Ericaceae,tropicos, ,
Betula glandulosa,Betula glandulosa,,1,Accepted,Betula glandulosa,Michx.,Betulaceae,tropicos;usda, ,
Bistorta plumosa,Bistorta plumosa,,1,Accepted,Bistorta plumosa,(Small) Greene,Polygonaceae,tropicos, ,
Calamagrostis canadensis,Calamagrostis canadensis,,1,Accepted,Calamagrostis canadensis,(Michx.) P. Beauv.,Poaceae,tropicos;usda, ,
Calamagrostis purpuras,Calamagrostis purpurea,,0.94,Synonym,Deyeuxia purpurea,(Trin.) Kunth,Poaceae,tropicos, ,
Carex aquatilis,Carex aquatilis,,1,Accepted,Carex aquatilis,Wahlenb.,Cyperaceae,tropicos;usda, ,
Carex bigelowii,Carex bigelowii,,1,Accepted,Carex bigelowii,Torr. ex Schwein.,Cyperaceae,tropicos;usda, ,
Epilobium angustifolium,Epilobium angustifolium,,1,Accepted,Epilobium angustifolium,L.,Onagraceae,tropicos, ,
Epilobium latifolium,Epilobium latifolium,,1,Accepted,Epilobium latifolium,L.,Onagraceae,tropicos, ,
Equisetum arvense,Equisetum arvense,,1,Accepted,Equisetum arvense,L.,Equisetaceae,tropicos;usda, ,
Equisetum variegatum,Equisetum variegatum,,1,Accepted,Equisetum variegatum,Schleich. ex F. Weber & D. Mohr,Equisetaceae,tropicos;usda, ,
Eriophorum triste,Eriophorum triste,,1,Synonym,Eriophorum angustifolium subsp. triste,(Th. Fr.) Hultén,Cyperaceae,tropicos, ,
Eriophorum vaginatum,Eriophorum vaginatum,,1,Accepted,Eriophorum vaginatum,L.,Cyperaceae,tropicos;usda, ,
Hedysarum alpinum,Hedysarum alpinum,,1,Accepted,Hedysarum alpinum,L.,Fabaceae,tropicos;usda, ,
Hedysarum mackenzii,Hedysarum mackenziei,,0.98,Accepted,Hedysarum mackenziei,Richardson,Fabaceae,tropicos, ,
Hierochloe alpina,Hierochloe alpina,,1,Synonym,Anthoxanthum monticola,(Bigelow) Veldkamp,Poaceae,tropicos, ,
Juncus biglumis,Juncus biglumis,,1,Accepted,Juncus biglumis,L.,Juncaceae,tropicos;usda, ,
Lupinus arcticus,Lupinus arcticus,,1,Accepted,Lupinus arcticus,S. Watson,Fabaceae,tropicos;usda, ,
Luzula arctica,Luzula arctica,,1,Accepted,Luzula arctica,Blytt,Juncaceae,tropicos;usda, ,
Luzula confusa,Luzula confusa,,1,Accepted,Luzula confusa,Lindeb.,Juncaceae,tropicos, ,
Oxytropis maydelliana,Oxytropis maydelliana,,1,Accepted,Oxytropis maydelliana,Trautv.,Fabaceae,tropicos;usda, ,
Oxytropis nigrescens,Oxytropis nigrescens,,1,Accepted,Oxytropis nigrescens,(Pall.) Fisch. ex DC.,Fabaceae,tropicos;usda, ,
Petasites frigidus,Petasites frigidus,,1,Accepted,Petasites frigidus,(L.) Fr.,Asteraceae,tropicos;gcc;usda, ,
Poa arctica,Poa arctica,,1,Accepted,Poa arctica,R. Br.,Poaceae,tropicos;usda, ,
Poa glauca,Poa glauca,,1,Accepted,Poa glauca,Vahl,Poaceae,tropicos;usda, ,
Potentilla fruticosa,Potentilla fruticosa,,1,Accepted,Potentilla fruticosa,L.,Rosaceae,tropicos, ,
Potentilla hyparctica,Potentilla hyparctica,,1,Accepted,Potentilla hyparctica,Malte,Rosaceae,tropicos, ,
Salix alaxensis,Salix alaxensis,,1,Accepted,Salix alaxensis,(Andersson) Coville,Salicaceae,tropicos;usda, ,
Salix fuscescens,Salix fuscescens,,1,Accepted,Salix fuscescens,Andersson,Salicaceae,tropicos;usda, ,
Salix pulchra,Salix pulchra,,1,Accepted,Salix pulchra,Cham.,Salicaceae,tropicos;usda, ,
Tofieldia coccinea,Tofieldia coccinea,,1,Accepted,Tofieldia coccinea,Richardson,Tofieldiaceae,tropicos;usda, ,
